msa_name,year,msa_no,normusaspminpop,normusasminorestab,MinorityUsasp,normusaswompop,normusaswomestab,WomanUsasp,normawardestab,normawardpop,AwardAmount,normsampop1000,normsamestab,ann_sam_registrations,normwompop1000,normwomestab,Woman,normminorpop1000,normminorest,Minority,normcdfipop10000,normcdfiestab10000,cumulativecdfi,normmdipop10000,normmdiestab10000,UnemploymentRate,UnemploymentPerCapita,AvgAverageWeeklyWage,EstablishmentCount,AvgPopulation
"Jacksonville, NC MSA",2020,27340,0,0,0,5460,322168,21310507,331395,5617,21920845,25,1,96,75,4,291,51,3,199,,,,,,29,0,755,13759,202944
"Jacksonville, NC MSA",2021,27340,0,0,0,38,1583,147231,1886,45,175432,13,1,49,38,2,150,24,1,93,,,,,,19,0,756,10887,202944
"Janesville, WI MSA",2019,27500,0,0,0,0,0,0,83121,1808,4934363,7,0,18,6,0,16,14,1,38,,,,,,15,0,922,14248,163793
"Janesville, WI MSA",2020,27500,0,0,0,0,0,0,88126,1930,5268730,9,0,25,11,1,30,10,0,28,,,,,,28,0,979,14351,163793
"Janesville, WI MSA",2021,27500,0,0,0,0,0,0,25488,767,2092461,3,0,7,7,0,18,7,0,18,,,,,,17,0,985,11084,163793
"Jefferson City, MO MSA",2019,27620,257,9951,215366,257,9951,215366,52105,1347,1127745,45,2,38,160,6,134,55,2,46,0,1,1,,,11,0,822,15584,150713
"Jefferson City, MO MSA",2020,27620,252,9636,211302,388,14808,324725,156761,4106,3437584,48,2,40,160,6,134,61,2,51,0,1,1,,,17,0,882,15789,150713
"Jefferson City, MO MSA",2021,27620,83,2377,69080,194,5591,162471,73540,2552,2137181,26,1,22,84,2,70,35,1,29,,,,,,11,0,886,11770,150713
"Johnson City, TN MSA",2019,27740,0,0,0,48,2440,123077,206128,4032,10398077,16,1,41,46,2,118,0,0,0,0,2,3,,,15,0,810,16143,206326
"Johnson City, TN MSA",2020,27740,0,0,0,24,1167,60757,204980,4137,10668497,22,1,58,48,2,123,3,0,8,0,2,4,,,27,0,869,16658,206326
"Johnson City, TN MSA",2021,27740,0,0,0,0,0,0,36528,1029,2655143,5,0,14,21,1,53,5,0,12,,,,,,17,0,875,13086,206326
"Johnstown, PA MSA",2019,27780,0,0,0,0,0,0,90268,2346,1486030,44,2,28,106,4,67,19,1,12,0,1,1,,,22,0,784,13697,131772
"Johnstown, PA MSA",2020,27780,0,0,0,0,0,0,13919,355,224717,71,3,45,98,4,62,9,0,6,0,1,1,,,38,0,831,13433,131772
"Johnstown, PA MSA",2021,27780,0,0,0,0,0,0,1189,40,25418,25,1,16,47,1,30,0,0,0,,,,,,28,0,811,10006,131772
"Jonesboro, AR MSA",2019,27860,0,0,0,161,6455,235278,7236,181,263735,24,1,35,96,4,140,49,2,72,,,,,,12,0,782,13413,134402
"Jonesboro, AR MSA",2020,27860,0,0,0,158,6274,230838,14447,364,531597,34,1,50,115,5,168,64,3,93,,,,,,21,0,848,13541,134402
"Jonesboro, AR MSA",2021,27860,0,0,0,54,1571,78295,17622,601,878253,15,0,22,58,2,85,29,1,43,,,,,,13,0,873,10317,134402
"Joplin, MO MSA",2019,27900,461382,17716404,674068505,0,0,0,17735342,461875,674789033,26,1,38,103,4,150,29,1,42,,,,0,1,12,0,780,18874,181161
"Joplin, MO MSA",2020,27900,426674,15814563,623361089,0,0,0,15825818,426977,623804733,34,1,50,93,3,136,41,2,60,,,,0,1,23,0,828,19552,181161
"Joplin, MO MSA",2021,27900,46055,1271687,67285182,0,0,0,1271687,46055,67285182,13,0,19,41,1,60,21,1,30,,,,0,1,13,0,846,14764,181161
KS NONMETROPOLITAN AREA,2019,99016,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
KS NONMETROPOLITAN AREA,2020,99016,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
KS NONMETROPOLITAN AREA,2021,99016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY NONMETROPOLITAN AREA,2019,99017,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
KY NONMETROPOLITAN AREA,2020,99017,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
KY NONMETROPOLITAN AREA,2021,99017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kalamazoo-Portage, MI MSA",2019,28020,0,0,0,8,316,13705,157517,4057,6828690,34,1,58,126,5,212,94,4,159,0,1,3,,,14,0,1007,27092,262601
"Kalamazoo-Portage, MI MSA",2020,28020,72,2586,120804,1,51,2386,185388,5144,8659682,52,2,88,134,5,225,131,5,221,0,1,3,,,30,1,1071,29148,262601
"Kalamazoo-Portage, MI MSA",2021,28020,2496,67696,4201766,0,0,0,156904,5785,9738776,23,1,39,59,2,100,70,2,117,,,,,,20,0,1082,21786,262601
"Kankakee-Bradley, IL MSA",2019,28100,0,0,0,71,3403,112859,5087,106,168741,8,0,13,49,2,78,32,2,51,,,,,,19,0,856,9022,107900
"Kankakee-Bradley, IL MSA",2020,28100,0,0,0,2,113,3736,12011,249,395385,20,1,31,49,2,78,34,2,54,,,,,,36,1,907,8954,107900
"Kankakee-Bradley, IL MSA",2021,28100,0,0,0,0,0,0,0,0,0,6,0,10,26,1,42,19,1,30,,,,,,25,0,931,6731,107900
"Kansas City, MO-KS MSA",2019,28140,1468555,49317915,2958360976,1402001,47082863,2824290228,68601251,2042761,4115082051,387,13,779,1102,37,2219,1113,37,2243,0,0,8,,,13,0,1065,260131,2183686
"Kansas City, MO-KS MSA",2020,28140,1955599,64267364,3939497456,1844990,60632386,3716678496,74736362,2274162,4581232054,513,17,1033,1113,37,2242,1172,39,2360,0,0,8,,,25,0,1142,265865,2183686
"Kansas City, MO-KS MSA",2021,28140,423909,10077057,853951827,380578,9046998,766662437,13853617,582776,1173985861,238,6,480,564,13,1136,578,14,1164,,,,,,16,0,1146,206719,2183686
"Kennewick-Richland-Pasco, WA MSA",2019,28420,248405,8411881,1180198150,3334,112908,15841172,8612984,254344,1208413116,37,1,175,112,4,533,62,2,293,,,,,,22,0,1031,35918,304070
"Kennewick-Richland-Pasco, WA MSA",2020,28420,290078,9208238,1378187956,3545,112539,16843596,9404443,296259,1407553640,48,2,226,110,3,523,68,2,325,,,,,,34,0,1103,38624,304070
"Kennewick-Richland-Pasco, WA MSA",2021,28420,83447,2045728,396464656,848,20795,4030140,2070995,84478,401361522,20,1,97,50,1,238,33,1,157,,,,,,21,0,1118,27908,304070
"Killeen-Temple-Fort Hood, TX MSA",2019,28660,2155,139123,5943021,10070,650189,27774613,837210,12967,35763698,74,5,205,323,21,892,361,23,995,,,,,,15,0,919,29390,474396
"Killeen-Temple-Fort Hood, TX MSA",2020,28660,4494,283886,12396010,12291,776367,33900416,1127192,17845,49219375,110,7,303,339,21,936,422,27,1164,,,,,,27,0,964,30043,474396
"Killeen-Temple-Fort Hood, TX MSA",2021,28660,451,20841,1244176,6484,299566,17883547,334983,7251,19997906,52,2,143,168,8,463,219,10,604,,,,,,24,0,975,23106,474396
"Kingsport-Bristol-Bristol, TN-VA MSA",2019,28700,0,0,0,0,0,0,44954,992,1908795,37,2,71,103,5,198,25,1,48,0,1,2,,,14,0,853,27175,307756
"Kingsport-Bristol-Bristol, TN-VA MSA",2020,28700,0,0,0,0,0,0,40101,889,1710082,44,2,85,124,6,238,42,2,80,0,1,2,,,28,0,897,27293,307756
"Kingsport-Bristol-Bristol, TN-VA MSA",2021,28700,0,0,0,0,0,0,3085,93,179355,19,1,37,54,2,104,25,1,48,,,,,,17,0,930,20932,307756
"Kingston, NY MSA",2019,28740,0,0,0,544,18668,424000,29583,862,671904,31,1,24,126,4,98,82,3,64,,,,,,14,0,880,21078,180737
"Kingston, NY MSA",2020,28740,0,0,0,83,2813,64480,22357,658,512462,42,1,33,128,4,100,72,2,56,,,,,,32,0,962,21272,180737
"Kingston, NY MSA",2021,28740,0,0,0,700,17755,545700,18719,739,575333,17,0,13,55,1,43,39,1,30,,,,,,20,0,982,16044,180737
"Knoxville, TN MSA",2019,28940,99442,4283026,342362363,24080,1037156,82904780,5181738,120309,414200637,113,5,389,360,16,1239,169,7,583,0,0,2,,,13,0,973,81858,881362
"Knoxville, TN MSA",2020,28940,182725,7617593,629090553,14082,587055,48481276,19880232,476873,1641787251,150,6,517,366,15,1260,172,7,592,0,0,2,,,25,0,1040,84579,881362
"Knoxville, TN MSA",2021,28940,75505,2232086,259950578,13756,406648,47358602,5233825,177045,609535481,74,2,254,167,5,574,82,2,284,,,,,,15,0,1067,67101,881362
"Kokomo, IN MSA",2019,29020,0,0,0,0,0,0,0,0,0,4,0,6,9,0,12,9,0,12,,,,,,16,0,977,6912,83283
"Kokomo, IN MSA",2020,29020,0,0,0,0,0,0,0,0,0,9,0,13,9,0,12,9,0,12,,,,,,42,1,941,6957,83283
"Kokomo, IN MSA",2021,29020,0,0,0,0,0,0,0,0,0,5,0,7,4,0,6,4,0,6,,,,,,26,0,957,5225,83283
LA NONMETROPOLITAN AREA,2019,99018,,,,,,,,,,,,,,,,,,,,,27,,,,,,,
LA NONMETROPOLITAN AREA,2020,99018,,,,,,,,,,,,,,,,,,,,,30,,,,,,,
LA NONMETROPOLITAN AREA,2021,99018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"La Crosse, WI-MN MSA",2019,29100,0,0,0,119,4546,257436,7923,207,448693,14,1,30,22,1,48,9,0,20,,,,,,12,0,874,14500,138499
"La Crosse, WI-MN MSA",2020,29100,2499,93696,5407301,174,6527,376665,101620,2710,5864563,13,0,28,26,1,56,13,1,29,,,,,,21,0,937,14777,138499
"La Crosse, WI-MN MSA",2021,29100,0,0,0,0,0,0,0,0,0,9,0,19,11,0,24,6,0,12,,,,,,12,0,950,11277,138499
"Lafayette, IN MSA",2019,29140,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Lafayette, IN MSA",2020,29140,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Lafayette, IN MSA",2021,29140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lafayette, LA MSA",2019,29180,111,3474,557289,87,2729,437747,181024,5781,29037604,36,1,183,113,4,567,119,4,596,0,0,2,,,18,0,899,61602,482165
"Lafayette, LA MSA",2020,29180,327,9993,1642993,162,4961,815594,357909,11716,58843869,49,1,245,129,4,649,148,5,742,0,0,3,,,30,0,923,63142,482165
"Lafayette, LA MSA",2021,29180,2870,63919,14416252,39,869,195882,507268,22779,114408155,22,0,111,67,1,334,79,2,398,,,,,,21,0,908,48719,482165
"Lake Charles, LA MSA",2019,29340,6716,255651,14389855,0,0,0,255651,6716,14389855,28,1,60,126,5,271,109,4,233,0,0,1,,,16,0,1063,22517,214269
"Lake Charles, LA MSA",2020,29340,1524,56963,3264439,424,15854,908544,121311,3245,6952030,48,2,102,147,5,314,148,6,318,0,0,1,,,36,1,1108,22927,214269
"Lake Charles, LA MSA",2021,29340,0,0,0,208,5702,445536,108959,3974,8514021,27,1,58,79,2,169,76,2,162,,,,,,24,0,1118,17582,214269
"Lake Havasu City-Kingman, AZ MSA",2019,29420,0,0,0,489,27476,846631,332723,5923,10252211,17,1,30,64,4,110,22,1,38,,,,,,23,0,757,15285,214648
"Lake Havasu City-Kingman, AZ MSA",2020,29420,0,0,0,1513,82163,2619883,126943,2338,4047751,32,2,56,68,4,118,27,1,46,,,,,,40,1,823,15818,214648
"Lake Havasu City-Kingman, AZ MSA",2021,29420,0,0,0,193,7524,334668,10041,258,446609,14,1,25,31,1,53,10,0,18,,,,,,25,0,830,12413,214648
"Lakeland, FL MSA",2019,29460,4624,238857,15465445,4605,237880,15402183,571022,11054,36972347,46,2,155,202,10,674,246,13,823,,,,,,16,0,843,56988,735843
"Lakeland, FL MSA",2020,29460,7188,357592,24040364,4706,234123,15739716,648984,13044,43630131,74,4,247,214,11,717,265,13,887,,,,,,36,0,899,59174,735843
"Lakeland, FL MSA",2021,29460,1384,47155,4628911,304,10373,1018294,113795,3340,11170677,32,1,107,101,3,338,135,5,452,,,,,,22,0,906,48675,735843
"Lancaster, PA MSA",2019,29540,38,1543,71618,6996,280434,13015161,792303,19766,36771435,44,2,82,148,6,276,75,3,140,0,1,3,,,14,0,920,54951,550658
"Lancaster, PA MSA",2020,29540,77,3088,143883,7269,290227,13522771,1894649,47453,88278894,66,3,122,161,6,299,94,4,174,0,1,3,,,30,0,1001,55168,550658
"Lancaster, PA MSA",2021,29540,0,0,0,2158,63519,4015495,158969,5402,10049652,25,1,46,74,2,138,55,2,102,,,,,,19,0,1003,42107,550658
"Lansing-East Lansing, MI MSA",2019,29620,11,601,23932,26,1460,58102,3681463,65752,146542056,41,2,91,112,6,249,124,7,277,0,1,4,,,13,0,1013,38911,543803
"Lansing-East Lansing, MI MSA",2020,29620,5,289,11740,7,365,14860,4316015,78750,175509128,55,3,122,121,7,270,153,8,341,0,1,4,,,30,0,1091,39691,543803
"Lansing-East Lansing, MI MSA",2021,29620,0,0,0,1,38,2040,167802,4070,9069865,26,1,59,54,2,121,79,3,177,,,,,,21,0,1103,29674,543803
"Laredo, TX MSA",2019,29700,504,24410,3099102,0,0,0,24433,504,3101978,5,0,32,13,1,78,33,2,203,,,,0,1,15,0,716,22345,270610
"Laredo, TX MSA",2020,29700,395,19043,2429237,0,0,0,19140,397,2441613,7,0,42,14,1,84,29,1,177,,,,0,1,34,0,763,22452,270610
"Laredo, TX MSA",2021,29700,64,2269,394418,0,0,0,2269,64,394418,3,0,21,5,0,32,12,0,74,,,,0,2,26,0,761,17208,270610
"Las Cruces, NM MSA",2019,29740,36416,1578756,66722770,5061,219415,9273128,1851691,42712,78257794,51,2,93,139,6,254,195,8,358,0,0,1,,,24,0,761,20293,219867
"Las Cruces, NM MSA",2020,29740,34831,1477655,63818347,3803,161323,6967370,1787096,42125,77182747,59,3,108,148,6,272,186,8,341,0,0,1,,,33,0,816,20736,219867
"Las Cruces, NM MSA",2021,29740,4211,134427,7715011,111,3549,203694,245924,7703,14114035,27,1,49,64,2,117,77,2,141,,,,,,28,0,827,15499,219867
"Las Vegas-Paradise, NV MSA",2019,29820,35056,1429483,160970310,20988,855810,96370511,4069743,99805,458282827,199,8,916,792,32,3638,821,33,3770,,,,,,16,0,969,223503,2277526
"Las Vegas-Paradise, NV MSA",2020,29820,30762,1234692,141252207,12387,497186,56879416,1473073,36701,168523692,279,11,1282,856,34,3930,893,36,4102,,,,,,60,1,1052,226980,2277526
"Las Vegas-Paradise, NV MSA",2021,29820,5181,156197,23787785,622,18760,2857084,191587,6354,29177492,136,4,625,411,12,1887,453,14,2081,,,,,,33,0,1071,169970,2277526
"Lawrence, KS MSA",2019,29940,8258,322558,31006116,815,31818,3058484,452949,11597,43540015,13,1,50,44,2,166,29,1,108,,,,,,12,0,786,12306,120145
"Lawrence, KS MSA",2020,29940,15973,630119,59971396,441,17409,1656931,717681,18193,68305064,15,1,58,52,2,196,29,1,108,,,,,,24,0,859,12185,120145
"Lawrence, KS MSA",2021,29940,210,5930,788103,210,5946,790210,15570,551,2069292,10,0,36,26,1,98,17,0,63,,,,,,15,0,864,9572,120145
"Lawton, OK MSA",2019,30020,165661,8221084,328414481,119888,5949538,237671168,8254822,166341,329762243,40,2,79,101,5,201,128,6,254,,,,,,14,0,782,10227,126877
"Lawton, OK MSA",2020,30020,521490,25924555,1033825868,499909,24851740,991043896,25943588,521872,1034584880,46,2,91,124,6,245,146,7,289,,,,,,27,0,815,10209,126877
"Lawton, OK MSA",2021,30020,41947,1573782,83158590,28841,1082052,57175612,1600830,42668,84587844,26,1,51,53,2,105,69,3,137,,,,,,13,0,825,7609,126877
"Lebanon, PA MSA",2019,30140,2,106,4206,0,0,0,8609,173,343227,15,1,30,42,2,84,42,2,84,,,,,,16,0,853,11482,142843
"Lebanon, PA MSA",2020,30140,0,0,0,318,15952,631530,33750,673,1336152,21,1,41,48,2,96,30,2,60,,,,,,32,0,923,11402,142843
"Lebanon, PA MSA",2021,30140,0,0,0,0,0,0,3317,89,175953,12,0,24,20,1,40,14,1,27,,,,,,22,0,937,8593,142843
"Lewiston, ID-WA MSA",2019,30300,0,0,0,0,0,0,203711,5957,11927019,14,0,28,21,1,42,6,0,12,0,3,2,,,13,0,815,7495,64073
"Lewiston, ID-WA MSA",2020,30300,0,0,0,0,0,0,92196,2773,5552211,14,0,29,18,1,36,6,0,12,0,3,2,,,20,0,873,7719,64073
"Lewiston, ID-WA MSA",2021,30300,0,0,0,125,3054,250985,14559,598,1196652,8,0,16,11,0,22,0,0,1,,,,,,12,0,882,5918,64073
"Lewiston-Auburn, ME MSA",2019,30340,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,11,0,12,,,,,,11,0,856,12619,110117
"Lewiston-Auburn, ME MSA",2020,30340,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,11,0,12,,,,,,22,0,930,12810,110117
"Lewiston-Auburn, ME MSA",2021,30340,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,7,0,8,,,,,,20,0,941,9740,110117
"Lexington-Fayette, KY MSA",2019,30460,339,10953,592630,643,20783,1124508,126240,3908,6830624,88,3,154,306,10,534,203,7,354,0,0,1,,,13,0,954,64066,517310
"Lexington-Fayette, KY MSA",2020,30460,286,8823,499103,975,30113,1703387,468561,15166,26505064,114,4,199,305,9,533,231,7,403,0,0,1,,,23,0,1019,67002,517310
"Lexington-Fayette, KY MSA",2021,30460,12,258,20367,384,8486,670568,162455,7345,12837500,57,1,100,138,3,242,112,2,196,,,,,,14,0,1024,52636,517310
"Lima, OH MSA",2019,30620,0,0,0,0,0,0,0,0,0,7,0,13,28,1,54,14,1,27,,,,,,16,0,889,10040,102027
"Lima, OH MSA",2020,30620,0,0,0,0,0,0,0,0,0,6,0,12,27,1,52,12,0,24,,,,,,34,0,941,10099,102027
"Lima, OH MSA",2021,30620,0,0,0,0,0,0,8145,269,527244,3,0,5,12,0,24,6,0,12,,,,,,22,0,945,7574,102027
"Lincoln, NE MSA",2019,30700,5131,164613,8068440,3326,106723,5230983,327182,10198,16036685,49,2,77,123,4,193,81,3,128,0,0,1,,,11,0,893,42358,339669
"Lincoln, NE MSA",2020,30700,2968,97565,4667724,793,26080,1247710,558278,16985,26709244,71,2,112,148,5,233,99,3,155,0,0,1,,,17,0,962,41346,339669
"Lincoln, NE MSA",2021,30700,303,7159,476145,292,6897,458716,77709,3287,5168704,29,1,45,77,2,121,50,1,79,,,,,,8,0,969,32329,339669
"Little Rock-North Little Rock-Conway, AR MSA",2019,30780,2577,90048,5408307,515,17994,1080723,1937220,55431,116350171,153,5,322,713,25,1497,779,27,1636,0,0,3,,,13,0,921,85528,747251
"Little Rock-North Little Rock-Conway, AR MSA",2020,30780,2757,95870,5787805,1132,39365,2376523,988476,28430,59675426,254,9,533,795,28,1669,861,30,1808,0,0,3,,,26,0,989,85971,747251
"Little Rock-North Little Rock-Conway, AR MSA",2021,30780,1164,29938,2443327,151,3894,317787,74346,2891,6067569,100,3,210,379,10,795,430,11,903,,,,,,16,0,1000,65373,747251
"Logan, UT-ID MSA",2019,30860,0,0,0,0,0,0,186412,5339,7866254,26,1,39,45,2,67,22,1,32,,,,,,9,0,742,16886,147348
"Logan, UT-ID MSA",2020,30860,1473,49505,2170703,0,0,0,385249,11464,16892453,34,1,50,56,2,83,20,1,29,,,,,,12,0,804,17548,147348
"Logan, UT-ID MSA",2021,30860,1848,44714,2722359,0,0,0,64101,2649,3902721,18,0,27,24,1,36,12,0,17,,,,,,7,0,841,13701,147348
"Longview, TX MSA",2019,30980,0,0,0,0,0,0,10216,206,434341,19,1,40,68,3,144,38,2,80,,,,,,15,0,911,23129,286893
"Longview, TX MSA",2020,30980,0,0,0,0,0,0,11761,237,499144,27,1,56,86,4,181,51,3,108,,,,,,32,0,911,23087,286893
"Longview, TX MSA",2021,30980,0,0,0,0,0,0,0,0,0,17,1,35,40,2,85,29,1,61,,,,,,26,0,915,17307,286893
"Longview, WA MSA",2019,31020,0,0,0,20,695,49720,15638,443,1118155,13,0,34,41,1,103,15,1,37,,,,,,24,0,1005,12585,111014
"Longview, WA MSA",2020,31020,33552,1121752,84653268,0,0,0,1280674,38306,96646364,19,1,47,47,2,118,11,0,29,,,,,,37,0,1076,13396,111014
"Longview, WA MSA",2021,31020,7613,196315,19208365,0,0,0,199619,7741,19531668,9,0,22,19,0,48,5,0,12,,,,,,23,0,1120,9687,111014
"Los Angeles-Long Beach-Santa Ana, CA MSA",2019,31100,,,,,,,,,,,,,,,,,,,,,25,,,,,,,
"Los Angeles-Long Beach-Santa Ana, CA MSA",2020,31100,,,,,,,,,,,,,,,,,,,,,27,,,,,,,
"Los Angeles-Long Beach-Santa Ana, CA MSA",2021,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Louisville/Jefferson County, KY-IN MSA",2019,31140,222287,7748729,422823040,1800,62755,3424348,8103864,232475,442201574,187,7,355,697,24,1325,630,22,1199,0,0,4,,,15,0,1019,146679,1278244
"Louisville/Jefferson County, KY-IN MSA",2020,31140,318270,10625799,605397113,1337,44644,2543578,11677998,349786,665345404,265,9,504,765,26,1456,698,23,1328,0,0,5,,,27,0,1086,153189,1278244
"Louisville/Jefferson County, KY-IN MSA",2021,31140,63956,1538618,121653134,425,10224,808393,1665947,69248,131720547,130,3,248,377,9,717,334,8,636,,,,,,16,0,1098,119556,1278244
"Lubbock, TX MSA",2019,31180,3,100,5762,0,0,0,12210,313,701922,23,1,51,55,2,123,73,3,164,,,,0,0,11,0,867,33115,323208
"Lubbock, TX MSA",2020,31180,47,1805,105605,0,0,0,27918,728,1633755,32,1,72,58,2,130,75,3,168,,,,0,0,23,0,916,33709,323208
"Lubbock, TX MSA",2021,31180,53,1504,118683,0,0,0,11273,396,889721,19,1,42,32,1,72,33,1,74,,,,0,0,19,0,903,25573,323208
"Lynchburg, VA MSA",2019,31340,0,0,0,0,0,0,51960,1547,2475015,43,1,69,151,5,242,82,3,131,,,,,,12,0,836,31248,262411
"Lynchburg, VA MSA",2020,31340,0,0,0,0,0,0,15253,447,714626,51,2,82,154,5,247,81,3,130,,,,,,24,0,888,30735,262411
"Lynchburg, VA MSA",2021,31340,0,0,0,19,494,31130,4979,196,313781,24,1,39,75,2,120,39,1,62,,,,,,17,0,894,23256,262411
MA NONMETROPOLITAN AREA,2019,99021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA NONMETROPOLITAN AREA,2020,99021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA NONMETROPOLITAN AREA,2021,99021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD NONMETROPOLITAN AREA,2019,99020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD NONMETROPOLITAN AREA,2020,99020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD NONMETROPOLITAN AREA,2021,99020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME NONMETROPOLITAN AREA,2019,99019,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
ME NONMETROPOLITAN AREA,2020,99019,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
ME NONMETROPOLITAN AREA,2021,99019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI NONMETROPOLITAN AREA,2019,99022,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
MI NONMETROPOLITAN AREA,2020,99022,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
MI NONMETROPOLITAN AREA,2021,99022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN NONMETROPOLITAN AREA,2019,99023,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
MN NONMETROPOLITAN AREA,2020,99023,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
MN NONMETROPOLITAN AREA,2021,99023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO NONMETROPOLITAN AREA,2019,99025,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
MO NONMETROPOLITAN AREA,2020,99025,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
MO NONMETROPOLITAN AREA,2021,99025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS NONMETROPOLITAN AREA,2019,99024,,,,,,,,,,,,,,,,,,,,,54,,,,,,,
MS NONMETROPOLITAN AREA,2020,99024,,,,,,,,,,,,,,,,,,,,,58,,,,,,,
MS NONMETROPOLITAN AREA,2021,99024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT NONMETROPOLITAN AREA,2019,99026,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
MT NONMETROPOLITAN AREA,2020,99026,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
MT NONMETROPOLITAN AREA,2021,99026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macon, GA MSA",2019,31420,153,6571,240035,153,6571,240035,17594,409,642716,39,2,62,246,11,387,229,10,360,,,,,,16,0,841,21628,232490
"Macon, GA MSA",2020,31420,75,3089,117753,95,3918,149360,27781,674,1059171,77,3,121,285,12,448,310,13,487,,,,,,27,0,889,22574,232490
"Macon, GA MSA",2021,31420,0,0,0,20,580,30999,12860,437,686777,39,1,61,151,4,237,169,5,266,,,,,,16,0,919,17785,232490
"Madera, CA MSA",2019,31460,0,0,0,0,0,0,11721,336,1018429,10,0,29,23,1,70,28,1,84,,,,,,28,0,859,18076,157786
"Madera, CA MSA",2020,31460,49,1657,147300,0,0,0,46636,1367,4146716,15,1,45,26,1,80,21,1,64,,,,,,43,1,945,18496,157786
"Madera, CA MSA",2021,31460,0,0,0,0,0,0,6817,272,824237,4,0,12,13,0,39,8,0,24,,,,,,34,0,947,14147,157786
"Madison, WI MSA",2019,31540,236,8203,448628,108,3741,204604,12158446,349899,664917109,110,4,209,285,10,542,189,7,359,0,0,2,,,10,0,1092,77881,676511
"Madison, WI MSA",2020,31540,242,8349,460314,185,6376,351558,9846118,285672,542865155,144,5,274,299,10,569,223,8,424,0,0,2,,,20,0,1173,78530,676511
"Madison, WI MSA",2021,31540,0,0,0,122,3039,230908,1516284,60623,115201664,69,2,131,145,4,276,97,2,185,,,,,,11,0,1198,60863,676511
"Manchester-Nashua, NH MSA",2019,31700,73,2509,191967,1827,62850,4809432,263568,7660,20168890,45,2,118,106,4,279,61,2,161,,,,,,10,0,1220,48977,421270
"Manchester-Nashua, NH MSA",2020,31700,154,5235,404853,1337,45531,3521153,253480,7445,19602730,68,2,179,115,4,304,71,2,186,,,,,,27,0,1349,49497,421270
"Manchester-Nashua, NH MSA",2021,31700,60,1497,157215,73,1825,191650,272638,10873,28628607,34,1,89,53,1,140,38,1,99,,,,,,11,0,1325,37808,421270
"Manhattan, KS MSA",2019,31740,0,0,0,68,3904,107442,7191,125,197868,27,2,42,77,4,122,65,4,103,,,,,,11,0,769,9247,132784
"Manhattan, KS MSA",2020,31740,0,0,0,0,0,0,24420,428,676268,35,2,55,61,3,96,55,3,87,,,,,,19,0,832,9307,132784
"Manhattan, KS MSA",2021,31740,0,0,0,0,0,0,0,0,0,11,0,18,27,1,42,26,1,41,,,,,,14,0,834,7368,132784
"Mankato-North Mankato, MN MSA",2019,31860,0,0,0,0,0,0,40260,1102,1577751,10,0,15,23,1,33,17,1,24,,,,,,11,0,873,11288,103067
"Mankato-North Mankato, MN MSA",2020,31860,0,0,0,0,0,0,304149,8352,11956137,15,1,22,30,1,43,17,1,24,,,,,,21,0,939,11323,103067
"Mankato-North Mankato, MN MSA",2021,31860,0,0,0,0,0,0,14701,549,785449,8,0,12,17,0,24,8,0,12,,,,,,12,0,954,8656,103067
"Mansfield, OH MSA",2019,31900,21,927,42926,0,0,0,11902,267,551252,12,1,25,25,1,52,23,1,48,,,,,,18,0,777,11116,123730
"Mansfield, OH MSA",2020,31900,20,904,42116,0,0,0,16423,371,765092,12,1,24,17,1,36,24,1,50,,,,,,36,0,829,11181,123730
